property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,3,3,3+,1.0,Relatively Old,1465.0,0,0,0,0,0,1,49
flat,m3m golfestate,sector 65,5.0,16667.0,3,3,3,2.0,Relatively Old,3245.0,0,1,0,0,0,2,174
flat,emaar mgf emerald floors premier,sector 65,2.55,15455.0,3,3,3,3.0,Relatively Old,1650.0,1,1,0,0,0,1,21
flat,godrej nature plus,sector 33,1.65,8267.0,3,3,3,2.0,Under Construction,2218.0,0,1,0,0,0,1,37
flat,paras dews,sector 106,2.1,8917.0,4,6,3+,6.0,Relatively Old,2131.0,0,1,0,0,1,1,60
flat,jammu and kashmir bank employees cghs,sector 9a,0.95,6129.0,3,3,2,5.0,Moderate Old,1403.0,0,0,0,0,1,1,30
flat,ats kocoon,sector 109,2.2,10501.0,3,4,3,13.0,Relatively Old,1860.0,0,1,0,0,0,1,165
flat,vipul world,sector 48,1.38,9485.0,3,3,1,2.0,Relatively Old,1611.0,0,0,0,0,0,1,60
house,nul,sector 25,15.0,23438.0,5,5,3,2.0,Moderate Old,6400.0,1,1,0,1,0,2,112
flat,uphaar residency 2,sector 105,0.42,5600.0,3,2,1,0.0,Moderate Old,833.0,0,0,0,0,1,1,7
flat,smart world orchard,sector 61,2.55,15644.0,3,3,2,4.0,New property,1630.0,0,0,0,0,1,1,30
flat,ats tourmaline,sector 109,2.3,8897.0,3,4,3+,10.0,New property,2339.0,0,1,0,0,1,1,74
flat,emaar mgf emerald floors,sector 65,3.2,10159.0,4,3,2,1.0,Relatively Old,3150.0,0,1,0,0,0,1,0
house,uppal southend,sector 49,3.75,25562.0,2,6,3,3.0,Moderate Old,1467.0,0,0,0,0,1,1,49
flat,smartworld 1dxp,sector 113,2.75,10589.0,4,4,3+,20.0,Under Construction,2886.0,1,1,0,1,0,0,57
flat,central park flower valley aqua front towers,sector 33,2.0,11179.0,3,3,3+,8.0,New property,1619.0,0,0,0,0,0,1,23
flat,dlf the primus,sector 82a,1.85,10176.0,3,3,3,15.0,Moderate Old,1677.0,0,0,0,0,1,1,38
flat,ramprastha city,dwarka expressway,1.3,9286.0,3,3,2,3.0,Under Construction,1267.0,0,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.23,7053.0,3,3,2,19.0,Relatively Old,1578.0,0,0,0,0,1,1,6
flat,m3m heights,sector 65,2.65,18493.0,2,2,3,4.0,New property,1433.0,1,0,0,0,0,1,38
house,independent,sector 9,1.65,18333.0,2,3,0,3.0,Old property,900.0,0,0,0,0,0,1,0
flat,dlf trinity towers,sector 43,3.8,15510.0,3,3,3+,1.0,Moderate Old,2450.0,0,1,0,1,0,2,68
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3+,0.0,Relatively Old,1975.0,1,1,0,0,0,2,151
flat,dlf the arbour,sector 63,7.8,19747.0,4,4,0,6.0,New property,3950.0,0,0,0,0,0,1,61
flat,bestech park view residency,sector 2,1.5,7825.0,3,4,3+,10.0,Moderate Old,1738.0,0,1,0,0,0,1,93
house,ninex city,sector 76,1.75,6250.0,4,4,0,14.0,New property,3111.0,0,0,0,0,0,1,0
flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3,3,3,1.0,Under Construction,1721.0,0,0,0,0,0,1,0
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3,3,3,9.0,Relatively Old,1315.0,0,1,0,0,0,1,100
flat,paras dews,sector 106,1.05,8537.0,3,4,3+,10.0,Relatively Old,1345.0,0,1,0,0,0,1,174
flat,unitech heritage city,sector 14,4.26,13108.0,4,4,0,9.0,Old property,3250.0,0,0,0,0,0,1,0
flat,signature the roselia,sector 95,0.41,6193.0,2,2,2,12.0,New property,670.0,1,0,0,0,0,2,90
house,ansals florence villa,sector 57,3.65,10580.0,6,6,2,3.0,Moderate Old,3450.0,1,1,1,1,0,0,152
flat,sbtl caladium,sector 109,1.2,6383.0,3,2,2,8.0,Relatively Old,1701.0,0,0,0,0,0,1,151
flat,m3m woodshire,sector 107,0.98,6422.0,2,2,3,7.0,Relatively Old,1281.0,1,0,0,0,0,2,174
house,independent,sector 56,7.5,23148.0,8,8,3+,3.0,Relatively Old,3240.0,1,1,0,1,0,0,42
flat,krrish florence estate,sector 70,1.65,7765.0,3,4,3+,27.0,New property,1923.0,1,1,0,0,0,1,81
house,vipul tatvam villa,sector 48,5.5,21219.0,3,6,2,2.0,Moderate Old,2592.0,0,1,0,0,1,2,106
flat,tulip violet,sector 69,1.38,8973.0,3,3,1,12.0,Relatively Old,1392.0,0,0,0,0,0,1,157
house,independent,sector 69,0.8,10485.0,1,1,0,1.0,New property,763.0,0,0,0,0,0,1,0
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,3.0,New property,998.0,1,0,0,0,1,1,95
flat,green homes,sector 52,1.85,7872.0,3,3,3,7.0,Moderate Old,2127.0,0,1,0,0,0,1,28
flat,umang monsoon breeze,sector 78,0.75,6053.0,2,2,1,5.0,Moderate Old,1239.0,0,0,0,0,0,1,0
flat,pareena coban residences,sector 99a,1.3,6510.0,3,3,0,16.0,New property,1997.0,0,0,0,0,0,1,0
flat,signature global park,sohna road,0.54,7248.0,2,1,3,1.0,New property,828.0,0,0,0,0,0,1,65
flat,signature global the millennia,sector 37d,0.55,9167.0,2,2,3,3.0,New property,610.0,0,0,0,0,0,1,71
flat,m3m heights,sector 65,2.0,13957.0,2,2,2,32.0,Relatively Old,1433.0,0,0,0,0,0,1,48
flat,pareena coban residences,sector 99a,1.32,6610.0,3,5,3,11.0,New property,1737.0,0,1,0,0,0,1,88
flat,experion windchants,sector 112,5.49,11585.0,4,5,3+,5.0,Relatively Old,3655.35,0,1,0,0,0,2,168
flat,smart world gems,sector 89,1.0,9009.0,2,2,3,3.0,New property,1233.0,1,0,0,0,1,1,99
flat,supertech araville,sector 79,1.0,6536.0,2,2,3,4.0,Relatively Old,1700.0,1,0,0,0,0,1,24
flat,smart world gems,sector 89,0.9,8160.0,2,2,2,2.0,New property,998.0,1,0,0,0,1,1,44
house,sector 57 huda,sector 57,3.8,26063.0,2,8,3+,4.0,Relatively Old,1458.0,0,0,1,1,0,2,94
flat,sare homes,sector 92,0.65,4587.0,3,3,2,3.0,Relatively Old,1574.0,0,0,0,0,0,1,6
flat,signature global city 37d ph 2,sector 37d,1.36,8848.0,3,3,3,1.0,Under Construction,1535.0,0,0,0,1,1,1,37
house,international city by sobha phase 2,sector 109,11.3,25111.0,7,5,3+,4.0,Relatively Old,4500.0,1,1,0,1,1,1,49
flat,ramprastha skyz,sector 37d,1.25,7251.0,3,3,3+,2.0,Under Construction,1725.0,0,0,0,0,0,1,8
flat,my home,sector 110,0.28,3167.0,2,1,1,2.0,Relatively Old,1000.0,0,0,0,0,1,1,15
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,17687.0,2,2,3,0.0,Relatively Old,1009.0,0,0,1,0,0,1,125
house,dlf city plot phase 4,sector 28,13.0,17931.0,10,10,3+,1.0,Relatively Old,8056.0,0,0,0,0,0,1,0
flat,parsvnath exotica,sector 53,4.8,16580.0,3,4,3+,8.0,Relatively Old,2500.0,0,1,0,1,1,2,174
flat,godrej summit,sector 104,1.35,5015.0,4,5,3+,0.0,Relatively Old,2991.0,1,1,1,1,0,1,88
flat,tulip monsella,sector 53,8.25,28004.0,3,4,3,8.0,Under Construction,2661.0,0,1,0,0,0,0,35
house,independent,sector 3 phase 3 extension,0.85,8500.0,1,1,0,1.0,Moderate Old,1000.0,0,0,0,0,0,1,0
flat,sare crescent parc royal greens phase 1,sector 92,0.65,4511.0,3,3,3,1.0,Moderate Old,1304.0,0,0,0,0,0,1,91
flat,surendra avenue 69,sector 69,0.75,6818.0,2,2,2,4.0,Moderate Old,1100.0,0,0,0,0,0,1,0
house,independent,sector 7,0.69,9103.0,1,1,1,2.0,Old property,758.0,0,0,0,0,0,1,0
house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Moderate Old,2367.0,0,1,1,0,0,2,83
flat,umang monsoon breeze,sector 78,0.88,4746.0,3,4,3,8.0,Moderate Old,1668.0,0,1,0,1,0,1,111
flat,emaar mgf the enclave,sector 66,2.1,12353.0,3,4,2,12.0,Relatively Old,1800.0,0,1,0,0,0,2,156
flat,m3m skycity,sector 65,3.0,16411.0,3,3,3,17.0,Under Construction,1828.0,0,0,0,0,0,1,99
flat,dlf regal gardens,sector 90,1.7,7222.0,4,4,3+,15.0,Moderate Old,2005.0,0,1,0,0,0,1,38
flat,emaar palm gardens,sector 83,1.8,9474.0,3,3,3,6.0,Relatively Old,1549.0,0,1,0,0,0,2,97
flat,smart world orchard,sector 61,1.85,14800.0,2,2,2,3.0,New property,1389.0,0,0,0,0,0,1,44
flat,parsvnath exotica,sector 53,6.5,19174.0,4,5,3+,10.0,Relatively Old,3000.0,1,1,0,1,0,2,174
house,independent,sector 26,5.8,12838.0,4,4,3+,4.0,Old property,4518.0,0,0,0,0,0,1,38
flat,godrej nature plus,sector 33,1.1,7971.0,2,2,2,14.0,Under Construction,1533.0,0,0,0,0,0,1,56
house,independent,sector 3 phase 3 extension,1.5,5000.0,6,1,0,1.0,New property,3000.0,0,0,0,0,0,1,0
flat,sare green parc phase 3,sector 92,0.7,5279.0,3,2,2,4.0,Relatively Old,1325.0,0,0,0,0,0,1,56
flat,shapoorji pallonji joyville gurugram,sector 102,2.0,17730.0,3,3,3+,1.0,Relatively Old,1456.0,0,0,1,0,0,1,139
house,signature global park,sohna road,0.85,7589.0,3,2,2,1.0,Under Construction,1120.0,0,0,0,0,0,1,15
house,anamika enclave,sector 12,6.0,14493.0,9,9,3+,3.0,Old property,9000.0,0,0,0,0,0,1,9
house,sector 14 rwa,sector 14,6.5,20635.0,4,4,3+,2.0,Moderate Old,3150.0,0,0,0,0,0,1,0
flat,sare homes,sector 92,1.18,5207.0,4,4,3,8.0,Relatively Old,2518.0,0,1,0,0,0,1,108
flat,paras dews,sector 106,1.15,7419.0,3,3,3,11.0,Relatively Old,1650.0,0,1,0,1,0,2,174
flat,wings apartment,sector 9,1.2,6667.0,4,3,2,4.0,Moderate Old,2000.0,0,0,0,0,0,2,23
flat,gls arawali homes,sohna road,0.28,5983.0,2,2,2,3.0,Relatively Old,520.0,0,0,0,0,0,1,42
house,independent,sector 23,2.7,18621.0,5,5,2,3.0,Old property,1450.0,0,0,0,0,0,2,17
flat,m3m skywalk,sector 74,2.7,13380.0,3,3,3,13.0,New property,2018.0,0,0,1,0,0,1,92
flat,raheja sampada,sector 92,0.7,4453.0,3,3,0,7.0,Relatively Old,1572.0,0,0,0,0,0,1,0
house,independent,sector 6,1.0,4630.0,6,4,0,3.0,Moderate Old,240.0,0,0,0,0,0,1,0
house,independent,sector 53,4.0,17778.0,5,5,2,3.0,Relatively Old,2250.0,1,0,0,0,0,1,23
house,bhim garh kheri,sector 3,0.75,6410.0,4,2,2,2.0,Old property,1170.0,0,0,0,0,0,1,16
flat,gls arawali homes,sohna road,0.28,4938.0,2,2,2,3.0,Relatively Old,500.0,0,0,0,0,0,2,42
house,independent,sector 28,4.5,13889.0,4,4,0,4.0,Relatively Old,3240.0,0,0,0,0,0,1,0
flat,godrej summit,sector 104,0.85,6894.0,2,2,3,12.0,Relatively Old,1611.0,1,0,0,0,1,1,61
house,spaze privy,sector 72,3.09,6981.0,5,5,3+,14.0,Relatively Old,3653.0,0,1,0,0,0,2,33
flat,conscient habitat,sector 99a,0.35,6422.0,2,2,1,3.0,Relatively Old,606.0,0,0,0,0,0,1,62
flat,bptp mansions park prime,sector 66,3.0,10854.0,4,4,3,3.0,Relatively Old,2700.0,1,1,0,1,1,2,174
flat,unitech uniworld gardens,sector 47,1.05,10532.0,2,2,2,3.0,Relatively Old,1108.0,0,0,0,0,0,2,34
house,unitech nirvana birch court,sector 50,7.1,31430.0,3,3,3,1.0,Moderate Old,2259.0,0,1,0,0,0,1,49
house,sector 38 rwa,sector 38,4.3,28782.0,3,9,3+,3.0,Relatively Old,1494.0,0,0,0,1,1,2,41
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2,2,3,10.0,New property,1100.0,0,0,0,0,1,1,38
flat,sbtl caladium,sector 109,1.6,6287.0,3,3,3,9.0,Relatively Old,2303.0,0,1,0,0,0,1,75
flat,emaar palm heights,sector 77,1.75,11667.0,3,3,3+,11.0,Relatively Old,1900.0,0,1,0,0,0,1,94
flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,3,3,2,2.0,New property,195.0,0,0,0,0,0,1,0
flat,ats triumph,sector 104,1.95,8515.0,3,3,3+,3.0,New property,2544.0,0,1,0,0,0,1,69
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,4,4,3,10.0,Relatively Old,3222.0,0,1,0,0,0,1,21
house,independent,sector 45,8.5,26235.0,5,4,2,1.0,Moderate Old,3240.0,0,1,0,1,0,2,49
flat,unitech vistas,sector 70,0.53,4801.0,2,2,2,9.0,Under Construction,991.0,0,0,0,0,1,1,24
flat,m3m sky lofts,sector 71,0.9,13177.0,1,1,0,6.0,New property,683.0,0,0,0,0,0,1,77
flat,central park flower valley,sector 33,2.3,12778.0,4,4,3+,5.0,New property,2000.0,0,1,0,1,0,1,42
house,ashok vihar phase 3 gurgaon,sector 3 phase 3 extension,0.95,8879.0,4,3,2,1.0,Old property,1070.0,0,0,0,0,0,1,8
flat,ramsons kshitij,sector 95,0.35,5495.0,2,2,0,5.0,New property,637.0,0,0,0,0,0,1,0
flat,emaar palm gardens,sector 83,3.15,8400.0,5,7,3+,15.0,Relatively Old,3200.0,0,1,0,0,0,2,165
flat,signature global grand iva,sector 103,0.23,6534.0,1,1,1,4.0,Relatively Old,400.0,0,0,0,0,0,1,23
flat,m3m heights,sector 65,2.78,15200.0,3,3,3,44.0,Relatively Old,1829.0,0,0,0,0,0,1,56
flat,alpha corp gurgaonone,sector 84,1.5,7641.0,3,3,3,20.0,Relatively Old,1833.0,0,1,0,0,0,2,37
flat,signature global synera,sector 81,0.49,6667.0,2,2,3,5.0,Relatively Old,700.0,0,0,0,0,0,1,117
house,central park flower valley cerise floors,sector 33,1.35,11157.0,2,2,2,4.0,New property,1210.0,1,0,0,0,0,0,107
house,independent,sector 14,6.4,20317.0,6,6,3+,3.0,Old property,3150.0,0,0,0,0,1,1,35
flat,m3m sierra 68,sector 68,1.1,8987.0,2,2,3,1.0,Relatively Old,1150.0,0,0,0,0,0,2,127
flat,tulip violet,sector 69,1.3,8447.0,3,3,1,12.0,Relatively Old,1392.0,0,0,0,1,0,2,94
flat,m3m capital,sector 113,2.9,12620.0,4,4,3+,11.0,Under Construction,2553.0,1,1,0,0,0,1,49
flat,parsvnath green ville,sector 48,1.5,8787.0,3,3,3,1.0,Old property,1600.0,0,0,0,0,0,2,128
house,independent,sector 43,2.55,13178.0,3,3,2,3.0,Relatively Old,1935.0,0,0,0,0,0,2,60
flat,dlf the arbour,sector 63,8.5,21519.0,4,4,0,27.0,New property,3950.0,0,0,0,0,0,1,61
flat,raheja vedaanta,sector 108,0.65,4762.0,2,2,2,5.0,Relatively Old,1235.0,0,0,0,1,0,2,174
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,8.0,Relatively Old,2998.0,0,1,0,0,0,1,61
flat,antriksh heights,sector 84,0.88,4822.0,3,3,3,16.0,Relatively Old,1652.0,0,0,0,1,0,1,67
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665.0,2,2,2,14.0,New property,1145.0,0,0,0,0,0,1,152
flat,bptp terra,sector 37d,1.4,7731.0,3,3,3,5.0,Relatively Old,1711.0,0,0,0,0,0,2,149
house,independent,sector 3,0.68,3875.0,5,3,0,1.0,Moderate Old,1755.0,0,0,0,0,0,1,0
flat,sare homes,sector 92,0.71,5354.0,3,3,3,2.0,Relatively Old,1473.0,0,0,0,1,0,1,108
flat,dlf belvedere towers,sector 25,3.7,17619.0,4,4,3,18.0,Old property,2333.0,0,1,0,0,0,2,26
flat,silverglades the melia,sohna road,0.91,6801.0,2,2,3,1.0,New property,1222.0,1,0,0,0,0,1,72
flat,tata primanti,sector 72,3.25,10545.0,3,3,3,2.0,Moderate Old,2986.0,0,1,0,0,0,1,94
flat,dlf the ultima,sector 81,2.2,10476.0,3,4,3+,17.0,Relatively Old,1900.0,0,1,0,0,0,0,49
house,independent,sector 11,4.0,19753.0,5,4,1,2.0,Moderate Old,2025.0,0,0,0,0,0,1,0
flat,shree vardhman victoria,sector 70,1.78,9128.0,3,3,3+,7.0,Relatively Old,1765.0,0,1,0,0,1,1,49
flat,imperia the esfera,sector 37c,0.99,5455.0,3,5,3+,5.0,Relatively Old,1400.0,0,1,0,0,0,1,49
house,independent,sector 56,2.95,20233.0,2,2,0,1.0,Moderate Old,1458.0,0,0,0,0,0,1,0
flat,antriksh heights,sector 84,0.54,4459.0,2,2,3+,17.0,Relatively Old,1086.0,0,0,0,0,0,1,81
flat,vatika the seven lamps,sector 82,0.85,6538.0,2,2,2,0.0,Relatively Old,1176.0,0,0,0,0,0,2,49
flat,sidhartha ncr greens,sector 95,0.6,5576.0,2,2,2,14.0,Relatively Old,974.0,1,0,0,0,0,1,31
house,sector 14 rwa,sector 14,6.5,26000.0,5,5,0,4.0,Moderate Old,2500.0,0,0,0,0,0,1,0
house,independent,sector 2,1.0,8230.0,3,7,3+,3.0,Moderate Old,1215.0,0,0,0,1,0,1,0
flat,the roselia 2,sector 95,0.45,6475.0,2,2,2,19.0,New property,695.0,0,0,0,0,0,1,0
flat,sare homes,sector 92,0.5,4237.0,3,3,2,1.0,Relatively Old,1068.0,0,0,0,0,0,1,26
house,independent,sector 22,4.75,20068.0,7,5,3+,3.0,Old property,2367.0,0,0,0,1,1,2,49
house,international city by sobha phase 1,sector 109,6.0,24691.0,4,4,3+,2.0,Relatively Old,2430.0,1,1,1,1,0,1,160
flat,ireo skyon,sector 60,2.12,15531.0,2,2,2,2.0,Relatively Old,1350.0,0,0,0,1,0,2,174
flat,dlf the skycourt,sector 86,1.59,8243.0,3,3,3,17.0,Relatively Old,1700.0,0,0,0,0,1,2,165
house,independent,sector 25,6.5,36111.0,4,4,3+,2.0,Moderate Old,1800.0,1,1,1,1,0,1,61
flat,emaar mgf palm studios,sector 66,1.7,13503.0,2,2,2,7.0,Relatively Old,1072.0,0,0,0,0,1,1,99
flat,sobha city,sector 108,2.6,15196.0,3,3,2,11.0,New property,1711.0,0,0,0,0,0,1,49
house,suncity essel towers,sector 28,8.95,17900.0,5,6,3+,4.0,Moderate Old,5000.0,0,0,0,0,0,1,0
flat,sare crescent parc,sector 92,1.44,7069.0,4,4,3,8.0,Relatively Old,2267.0,0,0,0,0,0,1,37
flat,ambience creacions,sector 22,2.55,13710.0,3,3,3,8.0,Relatively Old,1860.0,0,0,0,0,1,2,125
flat,signature global park 4,sector 36,1.0,9901.0,3,2,3,2.0,New property,1122.0,0,0,0,0,0,1,128
house,eldeco mansionz,sector 48,4.95,20599.0,7,7,3+,2.0,Old property,2403.0,1,1,1,1,0,2,145
flat,hector trimurti heights,sector 39,1.5,6383.0,4,3,3,10.0,Old property,2611.0,0,1,0,0,0,0,49
flat,umang winter hills,sector 77,0.86,6408.0,2,2,2,16.0,New property,1214.0,0,0,0,0,0,2,79
flat,ireo skyon,sector 60,2.15,23344.0,2,3,2,5.0,Relatively Old,1250.0,0,1,0,0,0,2,49
house,independent,sector 26,12.5,38580.0,5,5,3+,2.0,Old property,3240.0,1,1,1,1,0,2,79
flat,signature global park,sohna road,0.65,5637.0,2,2,2,2.0,Relatively Old,1043.0,0,0,0,1,0,1,118
flat,tulip ivory,sector 70,2.35,9792.0,4,4,3+,10.0,Moderate Old,2667.0,0,1,0,0,0,2,65
flat,ss the leaf,sector 85,1.11,6852.0,2,2,3,8.0,Relatively Old,1630.0,0,0,1,0,0,1,174
house,dlf city plots phase 2,sector 25,4.25,31481.0,3,2,3,2.0,Old property,1350.0,1,0,0,0,0,1,35
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3,3.0,Relatively Old,1600.0,1,1,0,0,0,2,49
flat,vatika gurgaon,sector 83,0.78,6265.0,2,2,2,3.0,Relatively Old,850.0,1,0,0,1,0,2,165
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,14.0,Relatively Old,1394.0,1,0,0,0,0,1,28
house,spaze privy,sector 72,3.1,8486.0,5,5,3+,21.0,Relatively Old,3653.0,0,0,0,0,0,1,0
flat,dlf new town heights,sector 91,2.0,6966.0,4,4,3+,16.0,Moderate Old,2468.0,1,1,0,1,0,1,65
flat,shree vardhman victoria,sector 70,1.64,8384.0,3,5,3,3.0,Relatively Old,1527.0,0,1,0,0,0,1,51
flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6065.0,3,3,2,5.0,Moderate Old,1722.0,0,0,0,0,0,2,85
flat,experion the heartsong,sector 108,2.08,9905.0,4,4,3+,3.0,Relatively Old,2631.0,0,1,0,0,0,1,126
house,independent,sector 81,0.89,8128.0,1,1,0,1.0,Relatively Old,1095.0,0,0,0,0,0,1,0
house,independent,sector 26,18.25,18250.0,7,9,3+,4.0,Relatively Old,11111.0,1,1,1,1,0,2,77
flat,ss the leaf,sector 85,2.13,7575.0,4,4,3,2.0,Relatively Old,2600.0,0,0,0,0,0,1,49
flat,raheja sampada,sector 92,0.65,4745.0,3,2,3,6.0,Relatively Old,1240.0,0,0,0,0,0,1,49
flat,signature global city 63a,sector 63a,1.65,15264.0,2,2,2,1.0,Under Construction,978.0,0,0,0,0,0,1,0
house,independent,sector 25,9.9,29333.0,5,5,2,2.0,Moderate Old,3375.0,0,0,0,1,0,2,106
house,independent,sector 25,10.0,37037.0,5,6,3,3.0,Old property,2700.0,0,1,1,0,0,2,64
flat,emaar imperial gardens,sector 102,2.05,9875.0,3,4,3+,14.0,Relatively Old,2250.0,0,1,0,0,0,1,116
flat,ashiana anmol,sohna road,0.9,9464.0,2,2,2,13.0,Relatively Old,1105.0,0,0,0,0,0,0,120
flat,pyramid urban homes 2,sector 86,0.6,8000.0,3,2,2,2.0,New property,833.0,0,0,0,0,0,1,13
flat,sobha city,sector 108,3.95,16859.0,3,4,2,15.0,Relatively Old,2343.0,0,1,0,0,0,1,49
flat,breez global heights,sohna road,0.4,6689.0,2,2,2,7.0,Relatively Old,762.0,0,0,0,0,0,1,57
flat,ansal heights 86,sector 86,0.9,5325.0,3,3,2,10.0,New property,1690.0,0,0,0,0,0,1,29
flat,signature andour heights,sector 71,0.37,7400.0,1,1,2,2.0,Relatively Old,425.0,0,0,0,0,0,2,37
house,independent,sector 24,6.5,22855.0,4,4,2,2.0,Old property,2844.0,0,0,0,1,0,1,35
flat,sare crescent parc royal greens phase 1,sector 92,1.25,5833.0,4,4,3,20.0,Relatively Old,1939.0,0,1,0,0,0,1,60
house,independent,sector 56,4.0,26613.0,4,4,3+,2.0,Relatively Old,1503.0,0,0,0,0,0,2,24
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4,4,3,9.0,Moderate Old,11111.0,0,1,0,0,0,1,35
flat,ats tourmaline,sector 109,1.5,8571.0,3,3,3+,7.0,Relatively Old,1466.0,0,0,0,0,0,1,165
flat,vatika emilia floors,sector 83,0.65,6190.0,2,2,2,1.0,Relatively Old,950.0,0,0,0,0,0,2,174
flat,aipl zen residences,sector 70a,1.65,13074.0,2,2,3,23.0,New property,1142.0,0,0,0,0,0,1,81
flat,bptp terra,sector 37d,1.72,7850.0,3,3,3+,10.0,Relatively Old,1983.0,0,1,0,0,0,1,31
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3,3,3,1.0,Relatively Old,1489.0,0,0,0,0,0,2,49
flat,ss the leaf,sector 85,2.1,8721.0,3,4,3+,6.0,Relatively Old,2026.0,0,1,0,0,0,1,156
house,ansals palam vihar,sector 2,2.68,17213.0,4,3,2,3.0,Moderate Old,1557.0,0,0,1,0,0,2,74
flat,indiabulls enigma,sector 110,4.1,10567.0,5,5,2,10.0,Relatively Old,3500.0,0,1,0,0,0,1,159
flat,ss the leaf,sector 85,2.1,7468.0,4,4,3,7.0,Relatively Old,2600.0,1,1,0,1,0,1,49
flat,adarsh nagar,sector 12,0.65,6190.0,3,3,1,1.0,New property,1167.0,0,0,0,0,0,2,42
house,emaar mgf marbella,sector 66,12.0,38095.0,5,6,3+,3.0,Relatively Old,3150.0,0,1,1,0,0,2,153
flat,ss the leaf,sector 85,2.3,8179.0,4,4,3+,8.0,Relatively Old,2545.0,0,1,0,0,0,1,21
house,not applicable,sector 11,2.2,12222.0,4,3,2,1.0,Old property,1800.0,1,0,0,1,0,1,24
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,12.0,Relatively Old,1584.0,0,0,0,0,1,1,65
flat,imperia the esfera,sector 37c,0.85,5387.0,2,3,3,9.0,Relatively Old,1442.0,1,0,0,0,0,1,49
flat,tulip violet,sector 69,1.38,8967.0,3,3,1,12.0,Relatively Old,1392.0,0,0,0,1,0,1,86
flat,paras irene,sector 70a,1.2,8451.0,2,2,3,6.0,Moderate Old,1285.0,0,0,0,0,0,1,42
flat,ramprastha primera,sector 37d,1.02,6000.0,3,2,3,22.0,Under Construction,1538.0,0,0,0,0,0,1,43
flat,ss,sector 85,2.14,7610.0,4,4,3,6.0,Relatively Old,2300.0,1,1,0,1,0,1,49
flat,ireo skyon,sector 60,2.82,12818.0,3,3,3,2.0,Relatively Old,2400.0,0,1,0,0,0,2,174
flat,elan the presidential,sector 106,6.3,15385.0,5,6,3+,10.0,Under Construction,3797.0,0,0,0,0,0,2,62
flat,m3m merlin,sector 67,4.5,14268.0,4,4,3+,15.0,Relatively Old,2854.0,0,1,0,0,0,2,158
flat,bptp freedom park life,sector 57,2.5,11111.0,3,3,3,9.0,Moderate Old,2036.0,0,0,0,0,0,1,55
flat,m3m merlin,sector 67,2.65,12946.0,3,3,3,0.0,Relatively Old,2047.0,0,0,0,0,1,2,174
flat,rof aalayas,sector 102,0.45,8411.0,2,2,1,14.0,Relatively Old,568.0,0,0,0,0,0,0,57
house,independent,sohna road road,0.49,4261.0,2,2,1,3.0,New property,1150.0,0,0,0,0,0,1,0
flat,signature global grand iva,sector 103,0.3,8287.0,1,2,2,5.0,New property,402.0,0,0,0,0,0,1,37
flat,lotus homz,sector 111,0.5,14837.0,1,1,1,2.0,Relatively Old,374.0,0,0,0,0,0,0,72
flat,tulip violet,sector 69,2.0,10168.0,4,4,1,12.0,Relatively Old,2186.0,0,0,0,0,0,1,79
house,independent,sector 91,3.6,14815.0,4,4,3,2.0,New property,2430.0,0,0,0,0,0,2,49
flat,sahara grace,sector 28,4.3,12421.0,3,4,3,5.0,Old property,3133.0,0,1,1,0,0,1,24
flat,tulip violet,sector 69,1.52,9632.0,3,3,2,4.0,Relatively Old,1428.0,0,0,0,1,0,2,156
flat,chd avenue,sector 71,1.12,6215.0,3,4,3,0.0,Moderate Old,1631.0,0,1,0,0,0,1,65
flat,bptp terra,sector 37d,1.5,8255.0,3,3,3,12.0,Relatively Old,1686.0,0,0,0,0,1,1,49
flat,signature global city 81,sector 81,0.89,8279.0,2,2,2,3.0,Under Construction,1194.0,0,0,0,0,1,1,20
house,emaar mgf marbella,sector 66,12.0,38095.0,5,6,3+,4.0,New property,3150.0,0,1,0,1,0,1,38
flat,dlf regency park,sector 28,2.3,11819.0,3,3,3,7.0,Moderate Old,1777.0,0,1,0,0,0,1,117
house,bptp visionnaire,sector 70a,5.4,20690.0,4,5,3+,3.0,Relatively Old,2610.0,1,1,1,1,0,2,136
flat,the close north,sector 50,2.5,11945.0,3,3,3,11.0,Relatively Old,1894.0,0,0,0,1,0,2,127
