property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,independent,sector 25,4.35,32222.0,5,4,3,3.0,Old property,1350.0,0,1,0,0,0,1,49
flat,m3m golfestate,sector 65,5.3,24212.0,3,3,3,38.0,Moderate Old,2506.0,0,1,0,0,0,0,49
house,independent,sector 7,0.27,12000.0,2,2,1,2.0,Moderate Old,225.0,0,0,0,0,0,1,12
flat,pyramid urban homes 2,sector 86,0.41,8283.0,2,2,1,7.0,New property,557.0,1,1,0,1,1,1,49
flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,4.0,Relatively Old,2130.0,0,1,0,0,0,0,82
flat,tulip violet,sector 69,1.55,9823.0,3,3,2,9.0,Relatively Old,1428.0,0,0,0,1,0,2,165
flat,baani city center,sector 63,0.88,10945.0,1,1,2,4.0,New property,804.0,0,0,0,0,0,1,0
flat,godrej,sector 79,1.33,8531.0,2,2,3,6.0,Relatively Old,1411.0,1,0,0,0,0,1,158
flat,godrej,sector 79,1.34,8524.0,2,2,3,2.0,Relatively Old,1423.0,1,0,0,0,0,1,158
house,independent,sector 43,8.25,30556.0,5,6,3+,3.0,Moderate Old,2700.0,1,1,1,1,0,2,64
flat,shri banke bihari society,sector 56,1.35,9643.0,3,3,3+,4.0,Old property,1450.0,0,0,0,0,1,2,174
flat,dlf the primus,sector 82a,2.95,11452.0,4,5,3+,10.0,Relatively Old,2110.0,0,1,0,0,0,0,174
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,4,3+,10.0,Moderate Old,1916.0,0,1,0,0,0,1,103
flat,vatika gurgaon,sector 83,1.08,6225.0,3,3,2,11.0,Relatively Old,1570.0,0,0,0,0,1,1,19
flat,mapsko casa bella,sector 82,3.0,6134.0,4,6,3+,25.0,Relatively Old,4425.0,0,1,0,1,0,2,119
flat,ss the leaf,sector 85,2.0,8306.0,3,4,3,6.0,Relatively Old,2300.0,0,1,0,0,0,1,49
flat,paras dews,sector 106,1.15,6534.0,3,4,3+,12.0,Relatively Old,1186.0,1,1,0,0,0,2,174
house,international city by sobha phase 1,sector 109,5.7,10556.0,4,5,3+,3.0,Relatively Old,5400.0,1,1,1,1,0,1,160
flat,godrej frontier,sector 80,1.6,6999.0,3,3,3,5.0,Moderate Old,2047.0,0,1,0,0,0,1,53
flat,supertech araville,sector 79,1.45,7455.0,3,3,3,3.0,Relatively Old,2161.0,0,0,0,0,0,1,0
house,unitech aspen greens,sector 50,6.95,32176.0,3,3,1,2.0,Moderate Old,2160.0,0,1,0,0,0,1,160
flat,la vida by tata housing,sector 113,1.55,11654.0,2,2,3,2.0,New property,1276.0,0,0,0,0,0,1,174
house,independent,sector 2,6.0,24691.0,5,6,3+,3.0,Old property,2430.0,1,0,0,1,1,2,43
house,dlf city plots,sector 26,12.5,38580.0,4,5,2,2.0,Moderate Old,3240.0,1,1,0,0,0,2,121
flat,pareena laxmi apartments,sector 99a,0.3,5425.0,2,1,2,5.0,New property,511.0,0,0,0,0,0,1,66
flat,ireo the corridors,sector 67a,1.3,10031.0,2,2,2,1.0,New property,1296.0,0,0,0,0,0,1,55
flat,signature global park 4,sector 36,0.82,7586.0,3,2,3,2.0,New property,1201.0,0,0,0,0,0,1,24
flat,sare crescent parc,sector 92,0.9,4278.0,4,5,3+,14.0,Relatively Old,1692.0,0,1,0,0,1,1,62
house,independent,sector 50,10.45,38704.0,4,5,2,3.0,Moderate Old,4000.0,1,1,0,1,0,2,142
flat,tata gurgaon gateway,sector 113,6.0,9139.0,5,6,3+,24.0,Moderate Old,7294.0,0,0,0,0,0,1,117
flat,dlf new town heights,sector 90,1.9,5684.0,4,4,3+,7.0,Relatively Old,2468.0,0,1,0,1,0,1,88
flat,railway officers rpf society,sector 9a,1.25,6921.0,4,3,3,1.0,Old property,2007.0,0,1,0,0,0,1,40
house,independent,sector 9,1.25,8735.0,3,6,3+,3.0,Old property,1431.0,0,0,0,0,0,1,0
flat,krisumi waterfall residences,sector 36a,2.3,15551.0,2,2,2,23.0,Relatively Old,1479.0,0,0,0,0,0,1,58
flat,godrej nature plus serenity,sector 33,1.39,11583.0,3,2,3+,23.0,Under Construction,1333.0,0,0,0,0,0,1,105
flat,dlf the icon,sector 43,6.0,26087.0,4,4,3+,18.0,Old property,2556.0,0,1,0,0,0,2,150
flat,corona optus,sector 37c,1.44,7236.0,3,3,3+,2.0,Relatively Old,1789.0,1,1,0,0,1,1,49
flat,ss the leaf,sector 85,1.75,7267.0,3,4,3,8.0,Relatively Old,2179.0,0,1,0,0,0,1,49
flat,signature global synera,sector 81,0.48,8027.0,2,2,1,14.0,Relatively Old,547.0,0,0,0,0,0,2,14
house,independent,sector 25,13.0,45710.0,6,8,3+,2.0,Relatively Old,2844.0,1,1,1,1,0,0,0
flat,godrej,sector 79,1.28,8505.0,3,3,3,7.0,Relatively Old,1362.0,0,0,0,0,0,1,158
flat,ild greens,sector 37c,0.95,9223.0,2,2,3+,11.0,Relatively Old,1179.0,0,0,1,1,0,2,119
house,independent,sector 82,7.5,23148.0,5,5,3+,2.0,Relatively Old,3240.0,0,1,0,1,0,2,135
house,independent,sector 39,1.6,17937.0,1,1,2,2.0,Old property,892.0,0,0,0,0,0,1,40
flat,bestech park view spa next,sector 67,2.7,11489.0,4,4,3+,9.0,Moderate Old,2127.0,0,1,0,1,0,2,149
flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713.0,4,4,3,15.0,New property,1828.0,0,0,0,0,0,1,31
flat,vatika gurgaon,sector 83,1.42,8875.0,4,4,3,7.0,Relatively Old,2000.0,1,1,0,0,0,1,103
flat,milan cghs 9,sector 39,2.0,8333.0,3,3,3+,0.0,Old property,2400.0,0,0,0,0,0,1,0
flat,conscient heritage max,sector 102,2.5,11633.0,3,4,3+,25.0,New property,1945.0,1,1,0,0,0,2,56
flat,signature global solera,sector 107,0.28,5680.0,2,2,2,11.0,Relatively Old,543.0,0,0,0,0,0,1,29
flat,tulip violet,sector 69,1.76,8756.0,4,4,2,6.0,Relatively Old,1819.0,0,0,0,0,0,1,108
flat,emaar palm gardens,sector 83,1.8,9474.0,3,3,3+,9.0,Relatively Old,1719.0,0,0,0,0,0,1,55
flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,3,3,3,5.0,Relatively Old,1650.0,1,1,0,0,0,1,37
flat,umang monsoon breeze,sector 78,0.69,5391.0,2,2,2,11.0,Moderate Old,1422.0,0,0,0,0,0,1,60
flat,ats triumph,sector 104,2.5,7937.0,4,4,3+,14.0,New property,2851.0,0,1,0,0,0,1,21
flat,m3m capital,sector 113,2.0,12012.0,3,3,2,24.0,Under Construction,1507.0,0,0,0,0,0,1,47
flat,ramprastha primera,sector 37d,1.1,6111.0,3,3,3,6.0,Relatively Old,1700.0,0,0,0,0,0,1,149
flat,m3m soulitude,sector 89,1.42,9979.0,3,3,2,3.0,New property,1581.0,0,0,0,0,0,1,15
flat,godrej,sector 79,1.41,8998.0,2,2,3,3.0,New property,1747.0,1,0,0,0,0,1,104
flat,smart world gems,sector 89,1.16,10498.0,3,2,3,1.0,New property,998.0,1,0,0,0,0,1,49
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3,3,3+,15.0,New property,1700.0,0,0,0,1,0,1,174
house,independent,sector 45,10.0,30864.0,6,6,3+,4.0,Moderate Old,3240.0,1,1,1,1,0,2,70
flat,indiabulls centrum park,sector 103,1.2,8433.0,2,2,3,3.0,Moderate Old,1288.0,0,0,0,0,0,1,26
house,unitech uniworld resorts,sector 33,9.55,19293.0,6,7,3+,2.0,Relatively Old,4950.0,1,1,1,1,0,2,126
flat,pyramid urban homes 2,sector 86,0.43,8583.0,2,2,1,6.0,New property,557.0,1,0,0,0,0,1,92
flat,bptp terra,sector 37d,1.75,7987.0,4,4,3,7.0,Relatively Old,2100.0,0,0,0,0,1,2,120
house,independent,sector 4,3.3,14667.0,3,3,2,1.0,Old property,2250.0,0,0,0,0,0,1,34
flat,ats kocoon,sector 109,1.7,12879.0,3,3,3,22.0,Relatively Old,1550.0,0,0,0,0,0,1,103
flat,sbtl caladium,sector 109,1.63,6405.0,3,3,2,8.0,Relatively Old,2303.0,0,1,0,0,0,1,159
flat,experion windchants,sector 112,3.65,11428.0,3,5,2,3.0,Relatively Old,2800.0,0,1,0,0,0,1,72
house,independent,sector 7,2.25,16892.0,5,3,0,2.0,Old property,148.0,0,0,0,0,0,1,0
flat,vatika lifestyle homes,sector 83,1.1,6268.0,3,3,2,8.0,Relatively Old,1588.0,1,0,1,1,0,2,174
flat,tarc maceo,sector 91,1.8,7759.0,3,3,3+,0.0,Relatively Old,2578.0,0,0,0,1,0,0,45
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,Under Construction,1278.0,1,0,0,0,0,1,37
house,independent,sector 12,1.7,9444.0,3,3,0,1.0,Old property,200.0,0,0,0,0,0,1,0
flat,bhagwati sadan,sector 12,1.15,5500.0,3,4,2,2.0,Old property,2000.0,0,1,0,0,1,1,0
house,independent,sector 23,5.1,16569.0,3,2,0,1.0,Old property,3078.0,0,0,0,0,1,1,27
flat,ss the leaf,sector 85,1.22,13319.0,2,2,3,16.0,Relatively Old,1300.0,0,0,1,0,0,1,81
house,independent,sector 3 phase 3 extension,0.75,6410.0,2,2,0,1.0,Moderate Old,130.0,0,0,0,0,0,1,0
flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,Relatively Old,2060.0,0,0,0,0,0,1,0
flat,signature global synera,sector 81,0.48,8451.0,2,2,1,7.0,Relatively Old,613.0,0,0,0,0,0,2,70
flat,supertech hilltown,sector 2,0.8,5556.0,3,2,3,8.0,Moderate Old,1440.0,0,0,0,0,0,1,0
house,eldeco mansionz,sector 48,5.0,21368.0,7,7,3,2.0,Moderate Old,2340.0,0,0,0,0,0,2,40
house,independent,sector 7,3.0,11494.0,7,7,0,3.0,Old property,2610.0,0,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.75,7901.0,4,4,3+,3.0,Relatively Old,2005.0,0,0,0,0,1,1,6
flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,7.0,Relatively Old,1236.0,0,0,0,0,0,2,165
house,independent,sector 43,3.35,26973.0,1,1,0,1.0,Old property,1242.0,0,0,0,0,0,1,9
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2,2,0,1.0,New property,600.0,0,0,0,0,0,1,0
house,independent,sector 24,1.45,2984.0,3,3,1,2.0,Old property,540.0,0,0,0,0,0,1,9
flat,tulip yellow,sector 69,1.8,10563.0,3,3,3,14.0,Under Construction,1893.0,0,0,0,0,0,1,49
flat,bestech park view grand spa,sector 81,4.0,9524.0,4,5,3+,15.0,Relatively Old,3801.0,0,1,0,0,0,2,127
house,independent,sector 4,2.3,17012.0,4,4,3,2.0,Old property,160.0,0,0,0,0,0,2,15
flat,dlf the grove,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,2667.0,0,1,0,0,0,2,49
flat,ss the leaf,sector 85,1.91,5026.0,4,6,3,6.0,Relatively Old,3890.0,0,1,0,0,0,1,174
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,12.0,Relatively Old,1484.0,0,0,0,0,0,2,157
flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3,3,3,10.0,Relatively Old,1081.0,0,1,0,0,0,2,124
flat,green court,sector 90,0.47,6812.0,2,2,1,0.0,New property,767.0,0,0,0,0,0,1,49
flat,experion windchants,sector 112,3.29,11742.0,3,3,3+,2.0,Relatively Old,2225.56,0,1,0,0,0,2,152
flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Relatively Old,1000.0,0,0,0,0,0,1,28
flat,apex our homes,sector 37c,0.35,3784.0,2,2,1,7.0,Relatively Old,850.0,0,0,0,0,0,2,158
flat,dlf city plots phase 3,sector 24,6.5,18571.0,4,5,3+,3.0,New property,3889.0,0,1,0,0,0,0,42
flat,ss the leaf,sector 85,1.07,6524.0,2,2,3,21.0,Relatively Old,1484.0,0,0,0,1,0,1,67
flat,trisara our homes 3,sohna road,0.21,4339.0,1,1,0,2.0,Relatively Old,484.0,0,0,0,0,0,1,0
flat,experion the heartsong,sector 108,1.3,8344.0,3,3,3+,7.0,Relatively Old,1661.0,1,0,0,0,0,1,150
flat,vatika the seven lamps,sector 82,1.37,8754.0,3,3,3,11.0,Relatively Old,2000.0,1,1,0,1,0,2,145
house,vatika india next,sector 82,6.5,20062.0,4,3,0,2.0,Relatively Old,3240.0,0,0,0,0,0,1,0
flat,gls avenue 51,sector 92,0.42,7107.0,2,2,1,4.0,Relatively Old,657.0,1,0,0,1,0,2,42
flat,dlf regal gardens,sector 90,1.3,7151.0,3,3,3+,7.0,Relatively Old,1700.0,0,0,0,0,0,1,141
flat,ansal api esencia,sector 67,1.0,6435.0,3,3,3+,2.0,Moderate Old,1406.0,0,0,0,0,0,1,9
flat,signature global city 63a,sector 63a,1.55,14776.0,2,2,2,2.0,Under Construction,1167.0,0,0,0,0,0,1,0
flat,emaar imperial gardens,sector 102,1.7,8395.0,3,4,3+,8.0,Relatively Old,1750.0,0,1,0,1,0,2,174
flat,ss the leaf,sector 85,2.03,7229.0,4,4,3+,3.0,Relatively Old,2225.0,0,0,0,0,1,1,49
flat,orris carnation residency,sector 85,1.1,6687.0,3,4,3,6.0,Moderate Old,1467.0,0,1,0,0,0,0,65
flat,pareena laxmi apartments,sector 99a,0.32,5787.0,2,2,2,11.0,New property,502.0,0,0,0,0,0,1,66
flat,ambience creacions,sector 22,1.99,14420.0,2,2,2,9.0,New property,1285.0,1,1,0,1,0,1,20
flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,3,2,2,2.0,Old property,1300.0,0,0,0,0,0,0,75
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,4.0,Relatively Old,1493.0,0,1,0,0,0,2,83
flat,ss the leaf,sector 85,2.0,6579.0,4,5,3+,1.0,Relatively Old,2545.0,0,1,1,0,0,1,106
flat,satya the hermitage,sector 103,1.12,5625.0,3,4,3+,9.0,New property,1734.0,0,1,0,0,0,1,49
house,independent,sector 43,5.5,19298.0,8,7,3+,3.0,Moderate Old,2850.0,1,1,0,1,1,2,123
house,dlf city plots phase 2,sector 25,7.5,31686.0,9,9,3+,4.0,Relatively Old,2300.5,1,1,0,1,0,2,160
flat,adani aangan arcade,sector 88a,0.45,7200.0,2,2,1,3.0,New property,694.0,0,0,0,0,0,1,14
house,uppal southend,sector 49,3.75,25562.0,2,6,3+,3.0,Moderate Old,1467.0,1,0,0,0,0,2,26
flat,vipul belmonte,sector 53,6.0,24490.0,3,4,3+,6.0,Moderate Old,2217.0,0,1,0,0,1,2,26
flat,signature global solera,sector 107,0.28,5726.0,2,2,2,10.0,Relatively Old,543.0,0,0,0,0,0,1,38
flat,emaar gurgaon greens,sector 102,1.5,9091.0,3,3,3,7.0,Relatively Old,1315.0,0,0,0,1,0,2,174
flat,raheja revanta,sector 78,0.99,6100.0,2,2,3,14.0,Under Construction,1467.0,0,0,0,0,1,1,39
house,independent,sector 26,15.0,33201.0,5,6,3+,3.0,Moderate Old,4518.0,1,1,1,1,0,2,78
flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3,3,2,3.0,Under Construction,1721.0,0,0,0,0,0,1,0
flat,ramsons kshitij,sector 95,0.3,3158.0,2,2,1,11.0,New property,950.0,0,0,0,0,0,1,0
flat,chd avenue,sector 71,0.82,7081.0,2,2,2,6.0,Moderate Old,1086.0,0,0,0,0,0,1,0
flat,satya element one,sector 49,0.87,19333.0,1,1,1,2.0,Relatively Old,500.0,0,0,0,0,0,1,22
house,unitech uniworld resorts,sector 33,9.5,23336.0,5,7,3+,2.0,Under Construction,4071.0,1,1,1,1,0,1,57
flat,rof ananda,sector 95,0.2,5464.0,1,1,1,10.0,Relatively Old,407.0,0,0,0,0,0,1,82
flat,experion windchants,sector 112,5.2,10726.0,4,6,3+,15.0,Relatively Old,3655.35,0,1,0,1,0,2,174
flat,eldeco accolade,sohna road,0.72,5737.0,2,2,3,8.0,Relatively Old,1404.0,0,0,0,0,0,1,153
flat,signature andour heights,sector 71,0.59,8429.0,2,2,1,6.0,Moderate Old,639.0,0,0,0,0,0,1,67
flat,bestech park view residency,sector 2,0.56,8629.0,1,2,2,7.0,Moderate Old,723.0,0,0,0,0,0,1,92
flat,the lions cghs,sector 56,2.0,8333.0,4,4,3,8.0,Relatively Old,2253.0,0,0,0,0,1,2,49
flat,kashish manor one,sector 111,1.65,7097.0,3,4,3+,14.0,Under Construction,2104.0,0,1,0,0,1,1,8
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2,2,1,0.0,Relatively Old,944.0,0,0,0,0,0,1,46
house,vipul world,sector 48,3.35,5583.0,6,5,3+,3.0,Moderate Old,6000.0,0,0,0,0,0,1,53
house,independent,sector 3,0.37,7923.0,1,1,1,1.0,Relatively Old,480.0,0,0,0,0,0,1,0
flat,sobha city,sector 108,2.6,15196.0,3,3,2,8.0,Relatively Old,1711.0,0,0,0,0,0,1,99
flat,maruti vihar colony,sector 28,0.95,8887.0,2,1,1,1.0,Old property,1188.0,0,0,0,0,0,1,59
flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,Under Construction,991.0,0,0,0,0,0,1,0
flat,godrej summit,sector 104,1.1,8668.0,2,2,3,16.0,Under Construction,1148.0,0,0,0,0,1,1,88
house,vatika the seven lamps,sector 82,1.6,6598.0,4,4,3+,16.0,Moderate Old,2425.0,0,1,0,0,0,1,94
house,independent,sector 17b,8.5,18814.0,4,4,2,2.0,Old property,4518.0,1,1,0,1,0,2,21
flat,godrej nature plus,sector 33,1.75,8768.0,3,3,0,2.0,Under Construction,1996.0,0,0,0,0,0,1,56
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9874.0,2,2,2,0.0,Relatively Old,1100.0,0,0,0,0,0,1,79
flat,godrej,sector 79,1.35,8970.0,3,3,2,7.0,Relatively Old,1362.0,0,0,0,0,0,1,118
flat,m3m woodshire,sector 107,1.21,6227.0,3,3,3,7.0,Moderate Old,1713.0,0,0,0,0,0,2,126
flat,pareena coban residences,sector 99a,1.08,6626.0,3,5,3,2.0,Relatively Old,1750.0,0,1,0,0,1,1,49
flat,eldeco accolade,sohna road,0.72,4976.0,2,2,3+,12.0,Relatively Old,1131.0,1,0,0,0,0,1,152
flat,imperia the esfera,sector 37c,0.99,5455.0,3,4,3,9.0,Relatively Old,1660.0,0,1,0,0,0,1,49
flat,bestech park view city,sector 48,4.25,9335.0,4,5,3+,14.0,Moderate Old,4120.0,1,0,0,0,0,2,81
flat,godrej,sector 79,1.18,8532.0,2,2,3,7.0,Relatively Old,1252.0,0,0,0,0,0,1,158
flat,vipul lavanya,sector 81,1.28,7175.0,3,3,3,1.0,Moderate Old,1982.0,0,1,0,1,0,2,49
flat,pareena mi casa,sector 68,1.1,8835.0,2,2,3,11.0,New property,1127.0,0,0,0,0,0,1,95
flat,dlf wellington estate,sector 43,2.09,14615.0,3,3,2,11.0,Old property,1294.0,0,0,0,0,0,2,79
flat,silverglades the melia,sohna road,0.78,5778.0,2,2,3,9.0,Under Construction,1222.0,1,0,0,0,0,1,72
flat,tulip violet,sector 69,1.32,8413.0,3,3,1,12.0,Relatively Old,1419.0,0,0,0,1,0,1,86
flat,dlf belvedere towers,sector 25,3.4,13765.0,4,4,3,1.0,Old property,2744.0,0,1,0,0,0,1,26
flat,imperia the esfera,sector 37c,0.99,5500.0,3,3,1,10.0,New property,1643.0,0,1,0,0,0,1,49
flat,orchid petals,sector 49,4.21,11836.0,5,6,3+,14.0,Relatively Old,3219.0,0,1,0,1,0,1,35
house,independent,sector 26,18.0,39841.0,5,4,3+,4.0,Moderate Old,4518.0,1,1,1,1,0,2,113
flat,pareena mi casa,sector 68,1.1,9016.0,2,2,3,13.0,New property,1244.0,0,0,0,0,0,1,106
house,independent,sector 50,12.5,40611.0,6,5,3,4.0,Moderate Old,3078.0,1,1,0,1,0,2,23
flat,mapsko paradise,sector 83,0.75,5597.0,3,3,3,10.0,New property,1162.0,0,0,0,0,1,2,49
flat,experion windchants,sector 112,6.5,10417.0,4,5,3,11.0,Relatively Old,4800.0,0,0,0,0,0,1,55
flat,dlf the primus,sector 82a,2.25,10714.0,3,3,3+,29.0,Relatively Old,2333.0,0,1,0,0,0,0,72
flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,9.0,Moderate Old,1945.0,1,1,0,0,0,1,125
house,independent,sector 26,8.9,32963.0,4,4,3+,2.0,Old property,2700.0,1,1,1,1,0,1,82
house,independent,sector 43,5.3,27390.0,3,9,3+,3.0,Moderate Old,1935.0,0,1,0,0,0,2,71
flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,0,9.0,Relatively Old,1900.0,0,0,0,0,0,1,55
house,independent,sector 7,1.2,11194.0,2,4,2,3.0,Old property,1072.0,0,0,0,0,0,1,0
flat,kiran residency,sector 56,1.55,6889.0,3,3,3+,5.0,Moderate Old,1900.0,0,1,0,1,0,2,92
flat,signature global park,sohna road,0.65,7908.0,2,1,2,3.0,New property,913.0,0,0,0,0,0,1,87
flat,dlf regal gardens,sector 90,1.24,7066.0,3,3,3+,9.0,Relatively Old,1600.0,0,0,0,0,1,1,72
flat,pareena mi casa,sector 68,1.0,8163.0,2,2,2,16.0,New property,1361.0,0,1,0,0,0,1,65
flat,supertech hues,sector 68,0.93,8611.0,2,2,2,11.0,New property,1200.0,0,0,0,0,0,1,0
flat,citizen apartment,sector 51,3.55,6826.0,5,6,3+,11.0,Moderate Old,5200.0,1,1,1,1,0,2,157
flat,godrej summit,sector 104,1.3,7893.0,3,3,3,8.0,New property,1490.0,0,0,0,0,1,1,103
flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Relatively Old,3077.0,0,1,0,0,0,1,156
house,vipul tatvam villa,sector 48,5.75,22184.0,4,4,2,2.0,Moderate Old,2592.0,0,1,0,0,0,1,30
flat,krrish provence estate,gwal pahari,7.5,7500.0,5,6,3+,23.0,Relatively Old,9050.0,0,1,0,1,1,1,49
flat,godrej summit,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively Old,2000.0,0,1,0,0,0,2,96
house,adani brahma samsara,sector 60,18.02,28200.0,9,12,3+,3.0,Relatively Old,6390.0,0,1,0,0,0,2,146
flat,emaar mgf palm studios,sector 66,1.45,14796.0,2,2,3,3.0,Relatively Old,1082.0,0,0,0,0,0,1,92
flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3,6.0,Relatively Old,1549.0,0,1,0,0,0,2,105
house,independent,sector 31,3.5,24155.0,4,3,3,2.0,Moderate Old,1449.0,0,0,1,0,0,2,81
flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively Old,750.0,0,0,0,0,0,1,0
flat,indiabulls centrum park,sector 103,1.34,7882.0,3,3,3+,12.0,Relatively Old,1725.0,1,1,1,1,0,2,38
house,international city by sobha phase 1,sector 109,6.15,27333.0,5,5,3+,3.0,Relatively Old,2250.0,0,1,1,1,0,2,130
flat,bestech park view sanskruti,sector 92,1.5,7812.0,3,3,3,3.0,Relatively Old,1738.0,0,0,0,0,1,1,49
flat,hcbs sports ville,sohna road,0.29,3973.0,2,2,1,4.0,Relatively Old,743.0,0,0,0,0,0,1,0
flat,ireo victory valley,sector 67,4.75,13930.0,4,4,3+,0.0,Relatively Old,3200.0,1,1,1,1,0,2,165
flat,tulip violet,sector 69,1.7,8458.0,4,4,2,1.0,Relatively Old,1819.0,0,0,0,0,0,1,126
house,unitech uniworld resorts,sector 33,10.0,20202.0,5,6,3,4.0,New property,4950.0,1,1,0,0,0,1,26
flat,prime habitat,sector 99a,0.32,4658.0,2,2,1,7.0,Relatively Old,601.0,0,0,0,0,0,1,44
flat,vatika lifestyle homes,sector 83,1.05,5983.0,3,3,2,14.0,Relatively Old,1588.0,1,1,1,1,0,2,174
house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,2,6,3+,3.0,Relatively Old,1449.0,1,0,0,1,0,1,78
flat,gls avenue 51,sector 92,0.45,7614.0,2,2,1,10.0,New property,646.0,1,0,0,0,0,2,20
flat,parsvnath exotica,sector 53,4.8,14679.0,3,4,3+,12.0,New property,2895.0,0,0,0,0,0,1,69
house,emaar mgf marbella,sector 66,12.0,37037.0,4,4,3+,3.0,Relatively Old,3240.0,1,1,1,1,0,2,160
flat,mapsko casa bella,sector 82,0.86,8121.0,3,3,3,5.0,Moderate Old,1234.0,1,0,0,0,0,2,120
flat,rof ananda,sector 95,0.36,5660.0,2,2,2,10.0,New property,717.0,1,0,0,0,0,1,75
house,independent,sector 23,2.9,11600.0,4,4,3,2.0,Relatively Old,2500.0,0,1,0,0,0,2,43
flat,la lagune,sector 54,6.75,21361.0,4,6,3+,11.0,Moderate Old,2455.0,0,1,0,0,0,2,119
flat,ramsons kshitij,sector 95,0.32,4501.0,2,2,1,8.0,Relatively Old,563.0,0,0,0,0,1,0,28
house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Relatively Old,2367.0,0,0,0,1,0,2,66
flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,20.0,Relatively Old,1186.0,1,1,0,0,0,2,45
flat,vatika city,sector 49,3.6,11921.0,4,5,3,7.0,Moderate Old,3356.0,0,1,0,1,0,0,15
house,signature global city 63a,sector 63,1.5,6289.0,3,3,2,1.0,New property,2385.0,0,0,0,0,0,1,0
flat,dlf regal gardens,sector 90,1.79,8081.0,4,3,3+,10.0,Moderate Old,2461.0,0,0,0,0,0,1,63
flat,m3m soulitude,sector 89,1.28,8828.0,3,3,2,4.0,Under Construction,1611.0,1,0,0,0,0,1,114
house,independent,sector 46,2.4,2963.0,4,4,3,3.0,Moderate Old,900.0,0,0,1,0,0,2,44
flat,ashiana anmol,sohna road,0.9,7059.0,2,2,2,8.0,Relatively Old,1275.0,0,0,0,0,0,1,0
house,independent,sector 7,0.95,21111.0,2,1,1,3.0,New property,450.0,0,0,0,0,0,1,15
flat,vatika city,sector 49,2.64,11723.0,3,4,3+,2.0,Moderate Old,2252.0,0,1,0,1,0,2,140
house,independent,sector 39,15.0,33333.0,5,5,3+,4.0,Moderate Old,4500.0,0,1,0,0,0,2,27
house,independent,sector 26,8.1,35294.0,5,5,2,4.0,Old property,2295.0,0,0,0,0,0,1,42
flat,shree vardhman victoria,sector 70,1.75,8204.0,3,5,3,7.0,New property,1527.0,0,1,0,1,0,1,37
house,unitech nirvana birch court,sector 50,6.8,31481.0,4,4,3+,2.0,Old property,2160.0,1,1,0,1,0,1,105
flat,ansal housing highland park,sector 103,0.88,6428.0,2,2,3,3.0,New property,1232.0,0,0,0,0,0,1,52
flat,tulip violet,sector 69,1.68,8350.0,4,4,2,1.0,Relatively Old,1819.0,0,0,0,1,0,1,102
house,independent,sector 4,0.5,9259.0,2,3,2,3.0,Old property,540.0,0,0,0,0,0,1,0
flat,sare homes,sector 92,0.56,4730.0,3,1,3,1.0,Moderate Old,1316.0,0,0,0,0,0,2,75
house,independent,sector 14,4.6,20444.0,1,1,0,1.0,Old property,2250.0,0,0,0,0,0,1,0
flat,tulip violet,sector 69,1.19,8815.0,2,3,1,0.0,Relatively Old,1500.0,1,0,0,0,0,1,174
house,independent,sector 105,0.35,7778.0,2,2,1,2.0,Moderate Old,556.0,0,0,0,0,0,1,0
house,dlf city plots,sector 26,13.5,29880.0,5,5,2,2.0,Moderate Old,4518.0,1,1,0,0,1,2,104
flat,conscient heritage max,sector 102,1.75,9011.0,3,4,3+,13.0,Relatively Old,1757.0,0,1,0,0,0,2,94
